Username,Content,Created at
produktifkuy,"""hilangkan rasa ragu untuk bertanya dan berdiskusi dalam kelas pembelajaran secara tatap muka",2022-01-10 12:11:17+00:00
hyemhyemuw,"""pada pertama kegiatan pembelajaran tatap muka berlangsung baik",2022-01-10 11:28:11+00:00
tvOneNews,"""pembelajaran tatap muka di dua sd di garut dihentikan",2022-01-10 11:20:06+00:00
tugumalang_id,"""semangat belajar saat pembelajaran tatap muka",2022-01-10 10:50:21+00:00
mediaindonesia,"""seorang siswa terpapar covid pembelajaran tatap muka di sman  kebon handil kecamatan jelutung kota jambi semenjak rabu  dihentikan sementara",2022-01-10 10:48:36+00:00
detikcom,"""wakil ketua dpr sufmi dasco ahmad meminta pemerintah menevaluasi pembelajaran tatap muka",2022-01-10 10:45:20+00:00
terkinidotid,"""siswa dan guru positif covid ptm dihentikan di smpn makassar pemerintah kota makassar menghentikan sementara selama 5 hari kegiatan pembelajaran tatap muka ",2022-01-10 10:40:03+00:00
smartfm_mks,"""sekolahdi makassar terpaksa tutup sementara menyusul sejumlah pelajar dan guru terpaparcovidsetelah menerapkan pembelajaran tatap muka",2022-01-10 10:34:37+00:00
voidotid,"""bila orang tua mengizinkan anak untuk mengikuti ptm agar diantar langsung ke sekolah",2022-01-10 10:17:35+00:00
voidotid,"""sulawesi selatan menghentikan pembelajaran tatap muka ptm menyusul delapan orang guru dan siswa terpapar covid",2022-01-10 10:13:46+00:00
lampostco,"""sanksi administrasi kepada sekolah yang tetap menggelar pembelajaran tatap muka ptm",2022-01-10 10:10:50+00:00
kumparan,"""penghentian sementara pembelajaran tatap muka di madrasah aliyah berlangsung sampai februari ",2022-01-10 10:08:04+00:00
tugumalang_id,"""sekolah di kota batu kembali jalani pembelajaran tatap muka",2022-01-10 10:03:17+00:00
azharamin312,"""peserta didik di pekanbaru reaktif covid karena pembelajaran tatap muka",2022-01-10 09:42:18+00:00
antarajatimcom,"""dinas pendidikan jawa timur memberi kewenangan kepada satgas covid di daerah untuk melakukan evaluasi ptm",2022-01-10 09:20:42+00:00
MgPolsek,"""giat pendampingan dan pengecekan tatap muka pembelajaran siswa sd muhammadiyah karang kajen kamis ",2022-01-10 08:51:56+00:00
sugarrrlemo0n,"""males pake banget pembelajaran tatap muka soalnya aku tuh takut",2022-01-10 08:24:34+00:00
himaska_unri,"""perkuliahan semester genap  diadakan secara pembelajaran tatap muka",2022-01-10 07:58:30+00:00
MNCPeduli,"""kegiatan ini diselenggarakan sebagai upaya membantu pemerintah dalam menekan penyebaran covid agar anakanak bisa maksimal melaksanakan pembelajaran tatap muka ptm ",2022-01-10 07:11:15+00:00
MNCPeduli,"""percepatan vaksinasi sangat perlu dilakukan dalam membantu pembentukan herd immunity anak usia sekolah yang tengah melaksanakan pembelajaran tatap muka ptm ",2022-01-10 07:11:11+00:00
BantenNews_coid,"""banten menganjurkan menghentikan pembelajaran tatap muka",2022-01-10 07:02:08+00:00
HaluanRiau_,"""walikota pekanbaru pastikan pembelajaran tatap muka berlanjut",2022-01-10 06:22:04+00:00
suarapakar,"""sejumlah pelajar dan guruguru terpapar covid saat menerapkan pembelajaran tatap muka",2022-01-10 06:20:50+00:00
pasuruaninfo_,"""hingga kemarin  sudah ada sekolah dan ponpes yang terpaksa menghentikan pembelajaran tatap muka ptm",2022-01-10 06:11:35+00:00
berita_papuaID,"""pemerintah kota jayapura memutuskan untuk pembelajaran tatap muka ptm ",2022-01-10 06:01:41+00:00
VRizqulah,"""pembelajaran tatap muka tamat",2022-01-10 05:58:56+00:00
Malikfajarr90,"""cukup pembelajaran tatap muka aja",2022-01-10 05:57:39+00:00
JurnalKlp,"""bhabinkamtibmas monitoring dan pendampingan kegiatan surveilans perilaku dan surveilans resiko pembelajaran tatap muka  ptm  sekolah bertempat di mts darul ulum muhammadiyah galur rabu ",2022-01-10 05:48:05+00:00
detikcom,"""pembelajaran tatap muka yang disambut positif masyarakat",2022-01-10 05:07:44+00:00
Genpi_Co,"""pemerintah kota madiun masih memberlakukan pembelajaran tatap muka ptm secara terbatas",2022-01-10 04:46:03+00:00
metrojambi,"""sekolah di sungaipenuh masih gelar pembelajaran tatap muka ",2022-01-10 04:45:59+00:00
beritaKBR,"""mesti dilakukan secara pertemuan tatap muka agar pembelajaran optimal",2022-01-10 04:38:57+00:00
beritaKBR,"""pro pembelajaran tatap muka ptm di tengah pandemi",2022-01-10 04:33:08+00:00
antarajatimcom,"""pemerintah kota madiun masih memberlakukan ptm untuk para siswa tingkat sd dan smp di wilayahnya",2022-01-10 03:58:31+00:00
cianjurekspres,"""moch ginanjar mempertanyakan surat dari koordinator pendidikan kordik terkait tentang penghentian pembelajaran tatap muka ptm",2022-01-10 03:56:29+00:00
tvOneNews,"""kegiatan pembelajaran tatap muka dihentikan",2022-01-10 03:52:06+00:00
pendimklp,"""serius takut aja pembelejaran tatap muka",2022-01-10 03:46:14+00:00
_nalar,"""sekarang belajarnya dari rumah juga kah atau kalian tetap pembelajaran tatap muka ptm kalo aku sih seneng",2022-01-10 03:40:57+00:00
tempodotco,"""kasus covid pada anak naik setelah pemerintah menerapkan kembali pembelajaran tatap muka ptm persen di sekolah pada awal januari lalu",2022-01-10 03:10:29+00:00
pendimklp,"""komunikasi sosial dengan kepala sekolah negeri janten ibu siti musalimah dalam rangka monitoring pembelajaran tatap muka  ptm  siswa siswi sdn janten rabu",2022-01-10 03:08:46+00:00
jnk_cy,"""aku anak sasing dan untuk anak sasing menurut aku online atau offline tuh ga memepengaruhi karena pembelajaran kita ga yang mengharuskan tatap muka untuk ngerti apa yang diajarin",2022-01-10 02:51:27+00:00
projectm_org,"""mereka menemukan bahwa daerah menyatakan siap untuk melaksanakan ptm",2022-01-10 02:29:07+00:00
dispendikktBlt,"""monitoring pelaksanaan pembelajaran tatap muka dan vaksinasi peserta didik di kota blitar oleh kepala dinas pendidikan kota blitar beserta jajarannya ",2022-01-10 02:11:57+00:00
Ncing_Aim,"""asik pembelajaran balik ptm",2022-01-10 02:05:11+00:00
pol_wrjayeng,"""desa jogomerto bersama tiga pilar melakukan peninjauan sekolah untuk mendukung pelaksanaan pembelajaran tatap muka bagi para siswa",2022-01-10 02:03:02+00:00
KasanMulyono,"""sekolah di medan pembelajaran tatap muka",2022-01-10 00:58:08+00:00
radarmadiunweb,"""covid menyebar pembelajaran tatap muka di mejayan dihentikan",2022-01-09 17:38:01+00:00
monologis_id,"""dinas pendidikan dan kebudayaan disdikbud menghentikan sementara pembelajaran tatap muka terbatas",2022-01-09 17:28:39+00:00
kumparan,"""sekolah menghentikan pembelajaran tatap muka ptm sementara di kota medan",2022-01-09 16:33:06+00:00
PDI_Perjuangan,"""pembelajaran tatap muka dan pembatasan angka kunjungan ke masingmasing pusat keramaian di cianjur",2022-01-09 16:07:32+00:00
republikaonline,"""menghentikan proses pembelajaran tatap muka di wilayahnya",2022-01-09 16:03:23+00:00
IDNTimesJabar,"""pelaksanaan pembelajaran tatap muka ptm di sman kota tasikmalaya sejak senin ",2022-01-09 14:27:00+00:00
permatadnda,"""orang tua murid di sebuah sdn di permukiman padat jakarta harap cemas kenaikan kasus covid yg tak terkendali berarti anak mereka tak bisa belajar di sekolah ini tak mudah bagi keluarga yg tak punya gawai amp waktu  mendampingi anak belajar",2022-01-09 13:49:57+00:00
mediaindonesia,"""mulai kamis  pembelajaran tatap muka ptm di kota cirebon jawa barat diberlakukan",2022-01-09 13:33:44+00:00
Humaspolseksen5,"""kanit binmas iptu supriyanto melaksanakan pengecekan surveilance pembelajaran tatap muka ptm di smpn sentolo dimana dalam kegiatan tersebut dilakukan sampel",2022-01-09 13:07:22+00:00
setiatiapsaat,"""pembelajaran tatap muka harus dihentikan jika situasi tidak memungkinkan",2022-01-09 13:06:43+00:00
projectm_org,"""siap untuk melaksanakan ptm",2022-01-09 12:40:00+00:00
HimagiUPNVJ,"""tentang pelaksanaan pembelajaran tatap muka semester genap menjadi sedikit tersendat karena ketentuan dari pemerintah bahwa ppkm kembali naik level",2022-01-09 12:31:00+00:00
projectm_org,"""pembelajaran tatap muka aslinya cuma bikin takut",2022-01-09 12:24:26+00:00
reydanar1,"""mau bertanya apakah pembelajaran tatap muka tgl feb tetap berlangsung",2022-01-09 12:22:50+00:00
Ukmk_info,"""halo saudagar kabar bahagia kampus unej akan melaksanakan pembelajaran tatap muka ptm terbatas",2022-01-09 12:22:09+00:00
KOMAHI_UR,"""pembelajaran tatap muka yang dimulai pada bulan februari",2022-01-09 12:14:03+00:00
projectm_org,"""dki jakarta menyumbang kasus covid terbanyak provinsi ini juga menerapkan ptm  selama ppkm berstatus level dua",2022-01-09 12:11:00+00:00
medya,"""katanya bakal ada pembelajaran tatap muka ptm terbatas",2022-01-09 12:08:37+00:00
projectm_org,"""pembelajaran tatap muka harus segera dilaksanakan namun omicron menghantui anakanak di sekolah reportase terbaru",2022-01-09 11:56:55+00:00
polsekmj,"""guru menyampaikan pesan kekawatiran terkait dengan pembelajaran tatap muka rabu",2022-01-09 11:41:17+00:00
madiuntoday_,"""pembelajaran tatap muka ptm menjadi salah satu fokus pembahasan sejak angka kasus penularan covid di kota madiun mengalami kenaikan ",2022-01-09 11:29:05+00:00
detikinet,"""takut banget pembelajaran tatap muka ptm kemarin kelas sebelah ada yang kena padahal",2022-01-09 11:21:56+00:00
harvuki,"""ptm pembelajaran tatap muka bisa diskip aja",2022-01-09 10:43:47+00:00
KompasTV,"""saat omicron mulai meluas pemerintah justru membuka pintu masuk kedatangan internasional",2022-01-09 10:39:15+00:00
alsandara7,"""sepengalamanku saat hybrid sesuai nim aja ga efektif dosen hanya fokus yg tatap muka yg online di anggap hadir semua apaan itu dahal mereka ada yg ga nyimak",2022-01-09 10:19:32+00:00
udangg,"""ptm pembelajaran tatap muka offline pjj  pembelajaran jarak jauh online smoga bener enakan ptm sih tapi",2022-01-09 09:59:33+00:00
info_skw,"""pembelajaran tatap muka dilaksanakan walaupun singkawang masuk ke level ppkm",2022-01-09 09:58:13+00:00
by_inkriya,"""rasanya ketakutan mau pembelajaran tatap muka",2022-01-09 09:54:36+00:00
kumparan,"""cirebon jawa barat kembali memberlakukan pembelajaran tatap muka ptm",2022-01-09 09:47:10+00:00
kepripediacom,"""pembelajaran tatap muka akan dihentikan hingga jika ditemukan kasus di sekolah",2022-01-09 09:34:56+00:00
KalimayaBaskara,"""meski ditemukan beberapa kasus covid di sekolah kota blitar tetap melaksanakan kegiatan pembelajaran tatap muka ptm",2022-01-09 09:30:54+00:00
Beritasatu,"""satgas sekolah wajib dibentuk bila ingin menggelar pembelajaran tatap muka",2022-01-09 09:10:21+00:00
lampostco,"""kegiatan pembelajaran tatap muka ptm hingga februari ",2022-01-09 08:56:05+00:00
republikaonline,"""sd di balikpapan asik melaksanakan pembelajaran jarak jauh",2022-01-09 08:53:53+00:00
RadioANDIKA,"""kota kediri masuk pembelajaran tatap muka",2022-01-09 08:32:50+00:00
beritasampit_id,"""guru dan siswa terpapar covid ptm di smkn katingan hilir dihentikan sementara kasongan di pembelajaran tatap muka",2022-01-09 08:14:52+00:00
kupastuntasnew,"""pemerintah provinsi lampung menarik rem darurat pelaksanaan pembelajaran tatap muka ptm",2022-01-09 07:50:49+00:00
kumparan,"""pembelajaran tatap muka ptm akan dihentikan",2022-01-09 07:36:32+00:00
RadioSmartFM,komisi perlindungan anak indonesia kpai menyatakan berdasarkan hasil survei yang mereka lakukan responden menyatakan setuju kebijakan pembelajaran tatap muka,2022-01-09 07:30:00+00:00
JurnalKlp,"""pembelajaran tatap muka smp sanjaya berjalan baik",2022-01-09 06:39:06+00:00
Radar_Cirebon,""" ppkm level berdampak pada pembelajaran tatap muka ptm di semua sekolah",2022-01-09 06:27:05+00:00
lampostco,"""sedih menghentikan sementara pembelajaran tatap muka",2022-01-09 06:16:10+00:00
KIKOAnimation,"""kita sedang dalam pembelajaran tatap muka ptm nah mimin mau nanya lebih suka belajar online atau belajar langsung di kelas ",2022-01-09 06:03:33+00:00
SetiabudiPolsek,"""masih takut aja gitu ngejalanin pembelajaran tatap muka",2022-01-09 05:43:21+00:00
pendimklp,"""pembelajaran tatap muka pokoknya takut",2022-01-09 04:43:25+00:00
RadioElshinta,"""pembatasan pembelajaran tatap muka ditengah melonjaknya kasus covid",2022-01-09 04:40:34+00:00
RadioElshinta,"""orang tua murid di dki jakarta jawa barat dan banten menyetujui kebijakan pembelajaran tatap muka persen",2022-01-09 04:39:17+00:00
NurAlis74284183,"""proses pembelajaran tatap muka menuju kejayaan nusantara",2022-01-09 04:28:31+00:00
lampungpostid,"""pembelajaran tatap muka ptm di sekolah dari tingkat paud sd dan smp hingga februari ",2022-01-09 04:01:15+00:00
CEOfficialID,"""pembelajaran tatap muka itu asik ",2022-01-09 03:50:03+00:00
upjjjsss,"""perpanjangan penundaan ptmt hingga tanggal maret selasa",2022-01-09 03:47:19+00:00
KimmyJayanti6,"""asik pembelajaran tatap muka sudah berlangsung ya sobat polri",2022-01-09 03:30:10+00:00
IndratiRenny,"""sebelum berangkat sekolah pembelajaran tatap muka ada baiknya mengecek beberapa hal seperti ini kunjungi sentra vaksinasi",2022-01-09 03:30:01+00:00
diaanpw,"""ya allah baru aja pembelajaran tatap muka jalan udah pjj lagi  padahal ptmt seru banget bisa kenal karakter dari masingmasing anak",2022-01-09 02:58:10+00:00
RevanCovida,"""sebagai kesiapan anakanak untuk proses pembelajaran tatap muka persen menuju kejayaan",2022-01-09 02:54:40+00:00
Yustinu5,"""nadiem makarim terbitkan diskresi terbatas pembelajaran tatap muka karena meningkatnya kasus omicron",2022-01-09 02:37:58+00:00
akomur,"""ya allah pengen pembelajaran tatap muka cape depan laptop",2022-01-09 02:33:18+00:00
MJChan_516," ""kotaku juga pembelajaran tatap muka dihentikan sementara sedih",2022-01-09 02:20:13+00:00
ndrafess,"""kangen ptm",2022-01-09 02:11:47+00:00
Melodi_00,"""penting untuk mendukung penerapan pembelajaran tatap muka",2022-01-09 02:03:39+00:00
kuninnndra,"""ya walaupun capek enakan pembelajaran tatap muka sih",2022-01-09 01:50:47+00:00
kreyand_,"""gapapa deh pembelajaran tatap muka terbatas kangen sekolah kangen main kangen temen",2022-01-09 01:49:03+00:00
cley_,"""gak sabar pembelajaran tatap muka aku",2022-01-09 01:26:41+00:00
KINGAGVSTD,"""enak ptm enak pembelajaran tatap muka",2022-01-09 00:40:18+00:00
edukasiaid,"""beberapa profesi ini mata pencahariannya bergantung dengan kebijakan pembelajaran tatap muka",2022-01-08 23:40:02+00:00
kompascom,"""penularan covid dari klaster pembelajaran tatap muka ptm terus meningkat",2022-01-08 23:22:05+00:00
StsBara,"""jenuh di rumah gapapa deh pembelajaran tatap muka ptm tuh",2022-01-08 22:55:57+00:00
DPP_PPP,"""ketua dpc partai persatuan pembangunan ppp kota padang maidestal hari mahesa mendukung kebijakan dinas pendidikan kota padang pembelajaran tatap muka ptm",2022-01-08 22:08:41+00:00
karawang_online,"""positif pembelajaran tatap muka ptm di smpn di jalan felesia jatibening pondokgede",2022-01-08 20:01:55+00:00
RaulTarmuji,"""evaluasi pembelajaran tatap muka antisipasi lonjakan kasus covid sebagai langkah",2022-01-08 19:58:11+00:00
Radar_Cirebon,"""pemkot cirebon bakal melakukan pembelajaran tatap muka ptm",2022-01-08 17:30:46+00:00
tvOneNews,"""seluruh sekolah di kabupaten gunungkidul mulai terapkan pembelajaran tatap muka",2022-01-08 16:35:04+00:00
republikaonline,"""selama ini di kota kediri pembelajaran tatap muka sudah dilakukan penuh",2022-01-08 15:58:30+00:00
jpnncom,"""komisioner kpai retno listyarti mengungkapkan orang tua menyetujui kebijakan pembelajaran tatap muka ptm",2022-01-08 15:58:02+00:00
jpnncom,"""pembelajaran tatap muka ptm di semarang dihentikan sementara",2022-01-08 15:31:02+00:00
Duniavi_,"""tiap mau pembelajaran tatap muka covid naik",2022-01-08 15:24:05+00:00
mrs_okaka,"""bsok udh pembelajaran tatap muka pasti seru",2022-01-08 15:09:27+00:00
PDI_Perjuangan,penghentian pembelajaran tatap muka ptm  mulai senin  dilakukan menyusul temuan kasus yang melonjak,2022-01-08 15:05:59+00:00
PDI_Perjuangan,menurut kader pdi perjuangan ini sekarang sudah waktunya pembelajaran tatap muka ptm di sekolah,2022-01-08 14:54:56+00:00
voidotid,"""lima sekolah yang sejumlah siswa guru maupun pegawai lainnya terpapar covid saat dilakukan pembelajaran tatap muka ptm terbatas",2022-01-08 14:49:02+00:00
bangsaonline,"""siswa smp negeri kota blitar positif covid akibatnya kegiatan pembelajaran tatap muka ptm di sekolah dihentikan sementara selama dua pekan",2022-01-08 14:22:02+00:00
alkoholmurnii,"""paling seru ya pembelajaran tatap muka lah ketemu temen gak bikin ansos kaya gini",2022-01-08 14:19:05+00:00
kompascom,"""pelaksanaan pembelajaran di satuan pendidikan dapat dilakukan melalui pembelajaran tatap muka terbatas atau pembelajaran jarak jauh ",2022-01-08 14:19:00+00:00
_chonl0,"""ya gusti pengen pembelajaran tatap muka bisa gak sih",2022-01-08 14:09:56+00:00
monologis_id,"""surat edaran se tentang penghentian sementara pembelajaran tatap muka ptm terbatas selama dua pekan dimulai pada rabu ",2022-01-08 13:51:46+00:00
PDI_Perjuangan,"""walikota semarang hendrar prihadi memutuskan untuk menghentikan sementara pembelajaran tatap muka ptm di sekolah",2022-01-08 13:51:39+00:00
likeamagma,"""padahal baru aktif pembelajaran tatap muka sedih",2022-01-08 13:49:01+00:00
detikcom,"""kpai melakukan survei singkat persepsi orang tua murid tentang pembelajaran tatap muka hasilnya orang tua menyambut baik",2022-01-08 13:48:04+00:00
khoirulmahya,"""masih termenung dengan keputusan gubernur lewat surat edaran tentang pemberhentian pembelajaran tatap muka lembar berdampak   siswa hilang semangat belajar",2022-01-08 13:09:45+00:00
prferYoncee,"""dinas pendidikan dan kebudayaan disdikbud pesawaran menunda pelaksanaan pembelajaran tatap muka",2022-01-08 12:56:17+00:00
SonoraFM92,"""pembelajaran tatap muka ptm masih dilakukan ",2022-01-08 12:55:39+00:00
AlFinnaMilk,"""sudah mulai terbit surat edaran tentang penghentian sementara pembelajaran tatap muka terbatas",2022-01-08 12:41:00+00:00
kupastuntasnew,"""pembelajaran tatap muka ptm di kabupaten lampung timur segera diberhentikan untuk sementara waktu",2022-01-08 12:14:27+00:00
kumparan,"""kebijakan pemkot solo menghentikan pembelajaran tatap muka ptm tidak cukup untuk menekan potensi penyebaran covid",2022-01-08 12:02:03+00:00
TribunMataraman,"""pemerintah kota madiun bertindak cepat menutup ptm setelah ada siswa yang terkonfirmasi positif covid",2022-01-08 11:53:06+00:00
iamgepe,"""mahasiswa universitas syiah kuala banda aceh positif covid selama pelaksanaan pembelajaran tatap muka saat ini dikarantina di asrama",2022-01-08 11:49:25+00:00
Rac00n,"""kangen temen pengen pembelajaran tatap muka",2022-01-08 11:32:25+00:00
jayfasilkom,"""terus hari ini hari pertama pembelajaran tatap muka",2022-01-08 11:17:22+00:00
